quote_id,speaker,confidence,method,paragraph,text
q00474,Molly,0.96,before-name-verb,431,“just run out and get me a bunch of dock-leaves: the butter's ready to pack up now.”
q00475,,0.00,unresolved,432,"“D' you hear what's happened, Hetty?”"
q00476,,0.00,unresolved,433,“No; how should I hear anything?”
q00477,,0.00,unresolved,434,"“Not as you'd care much, I daresay, if you did hear; for you're too feather-headed to mind if everybody was dead, so as you could stay upstairs a-dressing yourself for two hours by the clock. But anybody besides yourself 'ud mind about such things happening to them as think a deal more of you than you deserve. But Adam Bede and all his kin might be drownded for what you'd care—you'd be perking at the glass the next minute.”"
q00478,,0.00,unresolved,435,“Adam Bede—drowned?”
q00479,Dinah,0.98,after-verb-name,436,"“No, my dear, no,”"
q00480,Dinah,0.91,same-paragraph,436,"“Not Adam. Adam's father, the old man, is drowned. He was drowned last night in the Willow Brook. Mr. Irwine has just told me about it.”"
q00481,Molly,0.98,after-verb-name,437,"“Oh, how dreadful!”"
q00482,,0.00,unresolved,440,“Adam knew a fine sight more o' the natur o' things than those as thought themselves his betters”
q00483,,0.00,unresolved,440,“something like”
q00484,,0.00,unresolved,441,"“Adam Bede may be working for wage now, but he'll be a master-man some day, as sure as I sit in this chair. Mester Burge is in the right on't to want him to go partners and marry his daughter, if it's true what they say; the woman as marries him 'ull have a good take, be't Lady day or Michaelmas,”"
q00485,,0.00,unresolved,441,"“Ah,”"
q00486,,0.00,unresolved,441,"“it's all very fine having a ready-made rich man, but mayhappen he'll be a ready-made fool; and it's no use filling your pocket full o' money if you've got a hole in the corner. It'll do you no good to sit in a spring-cart o' your own, if you've got a soft to drive you: he'll soon turn you over into the ditch. I allays said I'd never marry a man as had got no brains; for where's the use of a woman having brains of her own if she's tackled to a geck as everybody's a-laughing at? She might as well dress herself fine to sit back'ards on a donkey.”"
q00487,,0.00,unresolved,442,"“Mary Burge, indeed! Such a sallow-faced girl: if she put on a bit of pink ribbon, she looked as yellow as a crow-flower and her hair was as straight as a hank of cotton.”"
q00488,,0.00,unresolved,445,"“What fascinated you so in Mrs. Poyser's dairy, Arthur ? Have you become an amateur of damp quarries and skimming dishes?”"
q00489,,0.00,unresolved,446,"“No, I went to look at the pretty butter-maker Hetty Sorrel. She's a perfect Hebe; and if I were an artist, I would paint her. It's amazing what pretty girls one sees among the farmers' daughters, when the men are such clowns. That common, round, red face one sees sometimes in the men—all cheek and no features, like Martin Poyser's—comes out in the women of the family as the most charming phiz imaginable.”"
q00490,,0.00,unresolved,447,"“Well, I have no objection to your contemplating Hetty in an artistic light, but I must not have you feeding her vanity and filling her little noddle with the notion that she's a great beauty, attractive to fine gentlemen, or you will spoil her for a poor man's wife—honest Craig's, for example, whom I have seen bestowing soft glances on her. The little puss seems already to have airs enough to make a husband as miserable as it's a law of nature for a quiet man to be when he marries a beauty. Apropos of marrying, I hope our friend Adam will get settled, now the poor old man's gone. He will only have his mother to keep in future, and I've a notion that there's a kindness between him and that nice modest girl, Mary Burge, from something that fell from old Jonathan one day when I was talking to him. But when I mentioned the subject to Adam he looked uneasy and turned the conversation. I suppose the love-making doesn't run smooth, or perhaps Adam hangs back till he's in a better position. He has independence of spirit enough for two men—rather an excess of pride, if anything.”"
q00491,,0.00,unresolved,448,"“That would be a capital match for Adam. He would slip into old Burge's shoes and make a fine thing of that building business, I'll answer for him. I should like to see him well settled in this parish; he would be ready then to act as my grand-vizier when I wanted one. We could plan no end of repairs and improvements together. I've never seen the girl, though, I think—at least I've never looked at her.”"
q00492,,0.00,unresolved,449,"“Look at her next Sunday at church—she sits with her father on the left of the reading-desk. You needn't look quite so much at Hetty Sorrel then. When I've made up my mind that I can't afford to buy a tempting dog, I take no notice of him, because if he took a strong fancy to me and looked lovingly at me, the struggle between arithmetic and inclination might become unpleasantly severe. I pique myself on my wisdom there, Arthur , and as an old fellow to whom wisdom had become cheap, I bestow it upon you.”"
q00493,,0.00,unresolved,450,"“Thank you. It may stand me in good stead some day though I don't know that I have any present use for it. Bless me! How the brook has overflowed. Suppose we have a canter, now we're at the bottom of the hill.”"
q00494,,0.00,unresolved,456,“Where is Adam?”
q00495,,0.00,unresolved,457,“What art goin' to do?”
q00496,Seth,0.98,after-verb-name,458,"“I want thee to have a cup of tea, Mother,”"
q00497,Seth,0.94,before-verb-name,458,"“It'll do thee good; and I'll put two or three of these things away, and make the house look more comfortable.”"
q00498,,0.00,unresolved,459,"“Comfortable! How canst talk o' ma'in' things comfortable? Let a-be, let a-be. There's no comfort for me no more,”"
q00499,,0.00,unresolved,459,"“now thy poor feyther's gone, as I'n washed for and mended, an' got's victual for him for thirty 'ear, an' him allays so pleased wi' iverything I done for him, an' used to be so handy an' do the jobs for me when I war ill an' cumbered wi' th' babby, an' made me the posset an' brought it upstairs as proud as could be, an' carried the lad as war as heavy as two children for five mile an' ne'er grumbled, all the way to Warson Wake, 'cause I wanted to go an' see my sister, as war dead an' gone the very next Christmas as e'er come. An' him to be drownded in the brook as we passed o'er the day we war married an' come home together, an' he'd made them lots o' shelves for me to put my plates an' things on, an' showed 'em me as proud as could be, 'cause he know'd I should be pleased. An' he war to die an' me not to know, but to be a-sleepin' i' my bed, as if I caredna nought about it. Eh! An' me to live to see that! An' us as war young folks once, an' thought we should do rarely when we war married. Let a-be, lad, let a-be! I wonna ha' no tay. I carena if I ne'er ate nor drink no more. When one end o' th' bridge tumbles down, where's th' use o' th' other stannin'? I may's well die, an' foller my old man. There's no knowin' but he'll want me.”"
